state,district,origin_of_challenge,date_of_challenge_removal,type_of_ban,author,title,secondary_author_s,illustrator_s,translator_s
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,WGBH Kids,Molly of Denali: Berry Itchy Day,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Salazar, Aida",The Moon Within,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Bildner, Phil",Most Valuable Players (Rip and Red Series),NA,"Probert, Tim",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Cohen, Caron Lee",The Mud Pony,NA,"Begay, Shonto",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Rao, Sandhya",My Mother's Sari,NA,"Sabnami, Nina",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Ada, Alma Flor",My Name Is María Isabel,NA,"Thompson, Kathryn Dyble","Cerro, Ana M."
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Woods, Brenda",My Name Is Sally Little Song,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"English, Karen",Nadia's Hands,NA,"Weiner, Jonathan",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Choi, Yangsook",The Name Jar,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Hiranandani, Veera",The Night Diary,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Morales, Yuyi",Niño Wrestles the World (Niño Series),NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Warga, Jasmine",Other Words for Home,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Pearlman, Robb",Pink Is for Boys,NA,"Kaban, Eda",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Rickards, Lynne",Pink!,NA,"Chamberlain, Margaret",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,NA,"Salerno, Steven",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Tonatiuh, Duncan",The Princess and the Warrior: A Tale of Two Volcanoes,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Muhammad, Ibtihaj",Proud: Living My American Dream (Young Readers Edition),NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Winter, Jonah",Roberto Clemente: Pride of the Pittsburgh Pirates,NA,"Colón, Raúl",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Coerr, Eleanor",Sadako,NA,"Young, Ed",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Taylor, Simon",Sally and The Magical Sneeze,NA,"Lester, A. D.",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Chinn, Karen",Sam and the Lucky Money,NA,"Hu, Ying-Hwa; Van Wright, Cornelius",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Gabriel, Dani",Sam!,NA,"Liu-Trujillo, Robert",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Johnson, R. Kikuo",The Shark King,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations",NA,"Mallett, Keith",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Javaherbin, Mina",Soccer Star,NA,"Alarcao, Renato",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Tonatiuh, Duncan",Soldier for Equality: José de la Luz Sáenz and the Great War,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Krull, Kathleen",Sonia Sotomayor (Women Who Broke the Rules Series),NA,"Dominguez, Angela",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Goldsaito, Katrina",The Sound of Silence,NA,"Kuo, Julia",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Lin, Grace",Starry River of the Sky,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Schiffer, Miriam B.",Stella Brings the Family,NA,"Clifton-Brown, Holly",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Pitman, Gayle E.",The Stonewall Riots: Coming Out in the Street,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Sanders, Rob",Stonewall: A Building. An Uprising. A Revolution.,NA,"Christoph, Jamey",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Uhlberg, Myron",A Storm Called Katrina,NA,"Bootman, Colin",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Johnson, Angela",A Sweet Smell of Roses,NA,"Velásquez, Eric",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Miller, Natalie Davis",Swimming with Faith: The Missy Franklin Story (ZonderKidz Biography Series),NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Cohen, Barbara","Thank You, Jackie Robinson",NA,"Cuffari, Richard",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Stead, Rebecca",The List of Things That Will Not Change,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Sloan, Holly Goldberg",To Night Owl from Dogfish,"Wolitzer, Meg",NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Bruchac, Joseph",Thirteen Moons on Turtle's Back: A Native American Year of Moons,"London, Jonathan","Locker, Thomas",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Bermudez, Cyn",This Place Is Not My Home,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Alexie, Sherman",Thunder Boy Jr.,NA,"Morales, Yuyi",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Nolen, Jerdine",Thunder Rose,NA,"Nelson, Kadir",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Addasi, Maha",Time to Pray,NA,"Gannon, Ned","Albitar, Nuha"
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Vanasse, Deb",Totem Tale,NA,"Brooks, Erik",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Nye, Naomi Shihab",The Turtle of Oman (The Turtle of Oman Series),NA,"Peterschmidt, Betsy",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Bruchac, Joseph",Two Roads,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Coulson, Art",Unstoppable: How Jim Thorpe and the Carlisle Indian School Football Team Defeated Army (Encounter: Narrative Nonfiction Picture Books Series),NA,"Hardcastle, Nick",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Jones, Kelly",Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series),NA,"Kath, Katie",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Howard, Elizabeth Fitzgerald",Virgie Goes to School with Us Boys,NA,"Lewis, E.B.",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Sorell, Traci",We Are Grateful: Otsaliheliga,NA,"Lessac, Frane",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Robinson, Lisa",Were I Not a Girl: The Inspiring and True Story of Dr. James Barry,NA,"Berke, Lauren Simkin",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Lukoff, Kyle",When Aidan Became A Brother,NA,"Juanita, Kaylani",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Mahin, Michael James",When Angels Sing: The Story of Rock Legend Carlos Santana,NA,José Ramirez,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Lee, Uk-Bae",When Spring Comes to the DMZ,NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Rau, Dana Meachen",Who Is the Dalai Lama? (Who was...? Series),NA,NA,NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Rappaport, Doreen",Wilma's Way Home: The Life of Wilma Mankiller,NA,"Kukuk, Linda",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Frame, Jeron Ashford",Winter Candle,NA,"Schuett, Stacey",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Namioka, Lensey",Yang the Third and Her Impossible Family (The Yang Family Series),NA,"de Kiefte, Kees",NA
Florida,Duval County Public Schools,Administrator,2022-01-01T00:00:00Z,Banned Pending Investigation,"Namioka, Lensey",Yang the Youngest and his Terrible Ear (The Yang Family Series),NA,NA,NA
Florida,Flagler Schools,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Florida,Flagler Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Anderson, Laurie Halse",Speak,NA,NA,NA
Florida,Flagler Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America,NA,NA,NA
Florida,Flagler Schools,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Thomas, Angie",The Hate U Give,NA,NA,NA
Florida,Hernando School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska,NA,NA,NA
Florida,Hernando School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Sebold, Alice",Lucky,NA,NA,NA
Florida,Hernando School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Gino, Alex",Melissa (George),NA,NA,NA
Florida,Hernando School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Gino, Alex",Rick,NA,NA,NA
Florida,Hernando School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Maas, Sarah J.",A ​Court of Silver Flames (A Court of Thorns and Roses Series),NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Thomas, Rachael L.",#BlackLivesMatter: Protesting Racism,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Stone, Tanya Lee",A Bad Boy Can Be Good for a Girl,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Whitcomb, Laura",A Certain Slant of Light,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series),NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"G., Mady",A Quick & Easy Guide to Queer & Trans Identities,"Zuckerberg, J. R.",NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Àbíké-Íyímídé, Faridah",Ace of Spades,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Reynolds, Jason",All American Boys,"Kiely, Brendan",NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series),NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Cast, P. C.",Awakened (House of Night Series),"Cast, Kristin",NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Sanchez, Alex",Bait,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Mochizuki, Ken",Baseball Saved Us,NA,"Lee, Dom",NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Morrison, Toni",Beloved,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Cast, P. C.",Betrayed (House of Night Series),"Cast, Kristin",NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Zoboi, Ibi",Black Enough: Stories of Being Young & Black in America,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Hillstrom, Laurie Collier",Black Lives Matter: From a Moment to a Movement,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"McIlwain, Charlton D.","Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter",NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Thompson, Craig",Blankets,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Draper, Sharon M.",Blended,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"McCullough, Joy",Blood Water Paint,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Blakemore, Kim Taylor",Bowery Girl,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Blacker, Terence",Boy2Girl,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Hutchinson, Shaun David",Brave Face: A Memoir,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Miller, J. P.",Brave Leaders and Activists,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Huxley, Aldous",Brave New World,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Cast, P. C.",Burned (House of Night Series),"Cast, Kristin",NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned Pending Investigation,"Mac, Carrie",Charmed,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Cast, P. C.",Chosen (House of Night Series),"Cast, Kristin",NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series),NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series),NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Gould, Sasha",Cross My Heart (Cross My Heart Series),NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries,"Stone, Nic",Dear Martin,NA,NA,NA
Florida,Indian River County School District,Administrator,2021-11-01T00:00:00Z,Banned in Libraries and Classrooms,"Stassen, Jean-Philippe",Deogratias: A Tale of Rwanda,NA,NA,"Siegel, Alexis"
